"","X","id","listing_url","host_id","host_url","host_name","host_since","host_location","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_thumbnail_url","host_picture_url","host_neighbourhood","host_listings_count","host_total_listings_count","host_verifications","host_has_profile_pic","host_identity_verified","street","neighbourhood","neighbourhood_cleansed","neighbourhood_group_cleansed","city","state","zipcode","market","smart_location","country_code","country","latitude","longitude","is_location_exact","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","square_feet","price","weekly_price","monthly_price","security_deposit","cleaning_fee","guests_included","extra_people","minimum_nights","maximum_nights","minimum_minimum_nights","maximum_minimum_nights","minimum_maximum_nights","maximum_maximum_nights","minimum_nights_avg_ntm","maximum_nights_avg_ntm","has_availability","availability_30","availability_60","availability_90","availability_365","calendar_last_scraped","number_of_reviews","number_of_reviews_ltm","first_review","last_review","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","jurisdiction_names","instant_bookable","is_business_travel_ready","cancellation_policy","require_guest_profile_picture","require_guest_phone_verification","calculated_host_listings_count","calculated_host_listings_count_entire_homes","calculated_host_listings_count_private_rooms","calculated_host_listings_count_shared_rooms","reviews_per_month","place"
"5858",12004,19667164,"https://www.airbnb.com/rooms/19667164",22044540,"https://www.airbnb.com/users/show/22044540","Tomas","10/2/2014","Ghent, Flanders, Belgium","within an hour","90%","93%","f","https://a0.muscache.com/im/pictures/user/40aeca54-c9c8-4971-9e12-9c1bbb369e45.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/40aeca54-c9c8-4971-9e12-9c1bbb369e45.jpg?aki_policy=profile_x_medium","",1,1,"['phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']","t","f","Gent, Vlaanderen, Belgium",NA,"Stationsbuurt Noord",NA,"Ghent","Vlaanderen","9000","Gent","Gent, Belgium","BE","Belgium",51.0327,3.72371,"t","Townhouse","Entire home/apt",12,2,4,7,"Real Bed",NA,"$190.00 ","","","$500.00 ","$150.00 ",4,"$30.00 ",1,500,1,2,500,500,1.3,500,"t",14,25,46,212,"3/18/2020",63,24,"9/15/2017","3/1/2020",88,9,8,10,9,9,9,NA,"t","f","strict_14_with_grace_period","f","f",1,1,0,0,2.06,"Ghent"
"5859",12005,19676803,"https://www.airbnb.com/rooms/19676803",119821878,"https://www.airbnb.com/users/show/119821878","Heleen","3/8/2017","Ghent, Flanders, Belgium","within a day","70%","45%","f","https://a0.muscache.com/im/pictures/user/63b3ef9e-378d-4564-8318-8d3f1f3a7753.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/63b3ef9e-378d-4564-8318-8d3f1f3a7753.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']","t","t","Gent, Vlaanderen, Belgium",NA,"Brugse Poort - Rooigem",NA,"Ghent","Vlaanderen","9000","Gent","Gent, Belgium","BE","Belgium",51.0618,3.70115,"f","House","Entire home/apt",4,1,2,2,"Real Bed",NA,"$75.00 ","","","","",3,"$20.00 ",2,4,2,2,4,4,2,4,"t",13,20,26,26,"3/18/2020",47,15,"8/4/2017","11/18/2019",87,9,9,9,9,9,9,NA,"f","f","moderate","f","f",1,1,0,0,1.47,"Ghent"
"5860",12006,19693188,"https://www.airbnb.com/rooms/19693188",138725334,"https://www.airbnb.com/users/show/138725334","Sofie","7/5/2017","BE","N/A","N/A","N/A","f","https://a0.muscache.com/im/pictures/user/202b81da-7c21-49c7-949c-157c98719eb8.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/202b81da-7c21-49c7-949c-157c98719eb8.jpg?aki_policy=profile_x_medium","",1,1,"['phone']","t","f","Gent, Vlaanderen, Belgium",NA,"Sint Amandsberg",NA,"Ghent","Vlaanderen","9040","Gent","Gent, Belgium","BE","Belgium",51.06974,3.78023,"f","House","Private room",2,1,0,1,"Real Bed",NA,"$200.00 ","","","","",1,"$0.00 ",2,4,2,2,4,4,2,4,"t",0,0,0,0,"3/18/2020",0,0,"","",NA,NA,NA,NA,NA,NA,NA,NA,"t","f","flexible","f","f",1,0,1,0,NA,"Ghent"
"5861",12007,19693997,"https://www.airbnb.com/rooms/19693997",26486615,"https://www.airbnb.com/users/show/26486615","Caroline","1/21/2015","Ghent, Flanders, Belgium","N/A","N/A","N/A","f","https://a0.muscache.com/im/pictures/user/9cacc830-1c76-4192-81ed-9b2bc87cfc87.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/9cacc830-1c76-4192-81ed-9b2bc87cfc87.jpg?aki_policy=profile_x_medium","",0,0,"['email', 'phone', 'reviews']","t","f","Gent, Vlaanderen, Belgium",NA,"Gentbrugge",NA,"Ghent","Vlaanderen","9050","Gent","Gent, Belgium","BE","Belgium",51.03286,3.76089,"f","Apartment","Entire home/apt",4,1,2,4,"Real Bed",NA,"$90.00 ","","","","$40.00 ",1,"$0.00 ",2,1125,2,2,1125,1125,2,1125,"t",16,16,16,16,"3/18/2020",7,0,"7/17/2017","4/22/2018",94,9,9,9,10,9,9,NA,"t","f","flexible","f","f",1,1,0,0,0.22,"Ghent"
"5862",12008,19785070,"https://www.airbnb.com/rooms/19785070",3385245,"https://www.airbnb.com/users/show/3385245","Lesley","8/27/2012","Gent, Vlaams Gewest, Belgium","within a few hours","100%","91%","t","https://a0.muscache.com/im/pictures/user/4ac27e96-698f-4d3d-9417-f37941f44e00.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/4ac27e96-698f-4d3d-9417-f37941f44e00.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']","t","t","Gent, Vlaanderen, Belgium",NA,"Sint Amandsberg",NA,"Ghent","Vlaanderen","9040","Gent","Gent, Belgium","BE","Belgium",51.068,3.7482,"t","Apartment","Entire home/apt",3,1,1,2,"Real Bed",NA,"$85.00 ","","","$150.00 ","$10.00 ",2,"$5.00 ",1,1125,1,1,1125,1125,1,1125,"t",29,54,77,236,"3/18/2020",226,76,"7/16/2017","3/1/2020",97,10,10,10,10,9,10,NA,"f","f","moderate","f","f",1,1,0,0,6.94,"Ghent"
"5863",12009,19787809,"https://www.airbnb.com/rooms/19787809",139715560,"https://www.airbnb.com/users/show/139715560","Erick","7/10/2017","BE","within an hour","100%","77%","f","https://a0.muscache.com/im/pictures/user/b01aa871-6dd4-40b7-b922-696674b4fec9.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/b01aa871-6dd4-40b7-b922-696674b4fec9.jpg?aki_policy=profile_x_medium","",2,2,"['email', 'phone', 'reviews']","t","f","Gent, Vlaanderen, Belgium",NA,"Oud Gentbrugge",NA,"Ghent","Vlaanderen","9050","Gent","Gent, Belgium","BE","Belgium",51.04124,3.74328,"t","Townhouse","Private room",4,1,1,2,"Real Bed",NA,"$60.00 ","","","$0.00 ","$20.00 ",1,"$15.00 ",1,33,1,1,33,33,1,33,"t",0,16,46,136,"3/18/2020",6,5,"8/27/2017","1/1/2020",63,8,6,9,8,8,6,NA,"f","f","flexible","f","f",2,1,1,0,0.19,"Ghent"
"5864",12010,19809622,"https://www.airbnb.com/rooms/19809622",32522704,"https://www.airbnb.com/users/show/32522704","Bart","5/3/2015","Ghent, Flanders, Belgium","within a day","100%","93%","t","https://a0.muscache.com/im/pictures/user/20c8f042-2bea-40f0-b569-74e87eb52f91.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/20c8f042-2bea-40f0-b569-74e87eb52f91.jpg?aki_policy=profile_x_medium","",2,2,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","f","Gent, Vlaanderen, Belgium",NA,"Oud Gentbrugge",NA,"Ghent","Vlaanderen","9050","Gent","Gent, Belgium","BE","Belgium",51.03981,3.74607,"t","Townhouse","Entire home/apt",2,1,1,1,"Real Bed",NA,"$57.00 ","","","","",1,"$0.00 ",1,31,1,1,31,31,1,31,"t",0,0,0,0,"3/18/2020",36,13,"7/13/2017","1/3/2020",95,10,9,10,10,9,10,NA,"f","f","flexible","f","f",2,1,1,0,1.1,"Ghent"
"5865",12011,19836814,"https://www.airbnb.com/rooms/19836814",55009513,"https://www.airbnb.com/users/show/55009513","Manjunath","1/17/2016","Eindhoven, North Brabant, Netherlands","N/A","N/A","N/A","f","https://a0.muscache.com/im/pictures/user/a63daa50-ffcd-4dd6-873e-42d197278473.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/a63daa50-ffcd-4dd6-873e-42d197278473.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'google']","t","f","Gent, Vlaanderen, Belgium",NA,"Binnenstad",NA,"Ghent","Vlaanderen","9000","Gent","Gent, Belgium","BE","Belgium",51.04252,3.73324,"t","Apartment","Private room",2,1,1,1,"Real Bed",NA,"$29.00 ","","","$200.00 ","$5.00 ",1,"$10.00 ",1,4,1,1,4,4,1,4,"t",0,0,0,0,"3/18/2020",0,0,"","",NA,NA,NA,NA,NA,NA,NA,NA,"t","f","flexible","f","f",1,0,1,0,NA,"Ghent"
"5866",12012,19845795,"https://www.airbnb.com/rooms/19845795",7196045,"https://www.airbnb.com/users/show/7196045","Jef","6/30/2013","Gent, Flemish Region, Belgium","within a few hours","100%","75%","t","https://a0.muscache.com/im/pictures/user/a915678d-8662-4148-8e84-34e484bb2ce8.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/a915678d-8662-4148-8e84-34e484bb2ce8.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']","t","t","Gent, Vlaanderen, Belgium",NA,"Binnenstad",NA,"Ghent","Vlaanderen","9000","Gent","Gent, Belgium","BE","Belgium",51.04587,3.72258,"f","Apartment","Entire home/apt",3,1,1,1,"Real Bed",NA,"$105.00 ","","","$0.00 ","$25.00 ",2,"$30.00 ",2,1125,2,2,1125,1125,2,1125,"t",0,0,0,0,"3/18/2020",16,11,"11/27/2017","1/2/2020",99,10,10,10,10,10,9,NA,"f","f","strict_14_with_grace_period","f","f",1,1,0,0,0.57,"Ghent"
"5867",12013,19869175,"https://www.airbnb.com/rooms/19869175",4656004,"https://www.airbnb.com/users/show/4656004","Louis","1/10/2013","Ghent, Flanders, Belgium","within an hour","100%","88%","t","https://a0.muscache.com/im/users/4656004/profile_pic/1375522073/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/4656004/profile_pic/1375522073/original.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']","t","t","Gent, Vlaanderen, Belgium",NA,"Stationsbuurt Noord",NA,"Ghent","Vlaanderen","9000","Gent","Gent, Belgium","BE","Belgium",51.04203,3.71755,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",NA,"$100.00 ","","","$0.00 ","$20.00 ",2,"$30.00 ",2,1125,2,2,1125,1125,2,1125,"t",10,20,30,81,"3/18/2020",36,14,"8/14/2017","2/16/2020",97,10,10,10,10,9,9,NA,"f","f","moderate","f","f",1,1,0,0,1.14,"Ghent"
"5868",12014,19887955,"https://www.airbnb.com/rooms/19887955",15918734,"https://www.airbnb.com/users/show/15918734","Kevin","5/24/2014","Ghent, Flanders, Belgium","within an hour","100%","98%","f","https://a0.muscache.com/im/pictures/user/8074baff-3229-40d0-8ec2-ddac31ed365a.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/8074baff-3229-40d0-8ec2-ddac31ed365a.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'reviews', 'manual_offline', 'jumio', 'selfie', 'government_id', 'identity_manual']","t","t","Gent, Vlaanderen, Belgium",NA,"Binnenstad",NA,"Ghent","Vlaanderen","9000","Gent","Gent, Belgium","BE","Belgium",51.06036,3.7268,"t","Apartment","Entire home/apt",4,1,1,2,"Real Bed",NA,"$80.00 ","","","$0.00 ","$10.00 ",2,"$15.00 ",1,31,1,1,31,31,1,31,"t",0,0,0,0,"3/18/2020",51,22,"7/20/2017","1/2/2020",89,9,9,9,10,10,9,NA,"t","f","moderate","f","f",1,1,0,0,1.57,"Ghent"
"5869",12015,19891235,"https://www.airbnb.com/rooms/19891235",45160327,"https://www.airbnb.com/users/show/45160327","Justine","9/26/2015","Ghent, Flanders, Belgium","within an hour","100%","99%","t","https://a0.muscache.com/im/pictures/user/f7fa60fa-e463-4a0a-a78a-dda6bbfd34b7.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/f7fa60fa-e463-4a0a-a78a-dda6bbfd34b7.jpg?aki_policy=profile_x_medium","",2,2,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']","t","t","Gent, Vlaanderen, Belgium",NA,"Binnenstad",NA,"Ghent","Vlaanderen","9000","Gent","Gent, Belgium","BE","Belgium",51.03717,3.73235,"t","Townhouse","Private room",2,1.5,1,1,"Real Bed",NA,"$50.00 ","","","$0.00 ","$10.00 ",1,"$0.00 ",2,1125,2,4,1125,1125,2.4,1125,"t",27,47,77,257,"3/18/2020",40,22,"7/22/2017","3/15/2020",96,10,10,10,10,9,9,NA,"t","f","moderate","f","f",3,0,3,0,1.24,"Ghent"
"5870",12016,19897157,"https://www.airbnb.com/rooms/19897157",125572769,"https://www.airbnb.com/users/show/125572769","Marleen","4/12/2017","","N/A","N/A","100%","t","https://a0.muscache.com/im/pictures/user/1a732642-452f-4092-bbdb-a6ca7b7d38dc.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/1a732642-452f-4092-bbdb-a6ca7b7d38dc.jpg?aki_policy=profile_x_medium","",3,3,"['email', 'phone', 'reviews']","t","f","Gent, Vlaanderen, Belgium",NA,"Ledeberg",NA,"Ghent","Vlaanderen","9050","Gent","Gent, Belgium","BE","Belgium",51.03664,3.74463,"t","House","Private room",1,1,1,1,"Real Bed",NA,"$28.00 ","","","$0.00 ","$5.00 ",1,"$0.00 ",2,1125,2,2,1125,1125,2,1125,"t",0,0,0,199,"3/18/2020",11,3,"7/19/2017","10/17/2019",95,9,9,10,10,9,9,NA,"t","f","flexible","f","f",1,0,1,0,0.34,"Ghent"
"5871",12017,19914949,"https://www.airbnb.com/rooms/19914949",4552523,"https://www.airbnb.com/users/show/4552523","Leonard","1/2/2013","Gent, Vlaams Gewest, Belgium","within an hour","100%","99%","f","https://a0.muscache.com/im/pictures/user/79debbbc-dfa0-400a-a92d-d48927d14d64.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/79debbbc-dfa0-400a-a92d-d48927d14d64.jpg?aki_policy=profile_x_medium","",4,4,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","f","Gent, Vlaanderen, Belgium",NA,"Binnenstad",NA,"Ghent","Vlaanderen","9000","Gent","Gent, Belgium","BE","Belgium",51.05182,3.73234,"t","Townhouse","Entire home/apt",8,1,1,4,"Real Bed",NA,"$55.00 ","","","$0.00 ","$7.00 ",2,"$25.00 ",1,52,1,1,52,52,1,52,"t",19,31,47,308,"3/18/2020",282,89,"7/21/2017","3/1/2020",90,9,8,10,10,10,9,NA,"t","f","strict_14_with_grace_period","f","f",4,4,0,0,8.7,"Ghent"
"5872",12018,19922276,"https://www.airbnb.com/rooms/19922276",12754910,"https://www.airbnb.com/users/show/12754910","Liesbet En Ludo","3/3/2014","Ghent, Flanders, Belgium","within an hour","100%","96%","f","https://a0.muscache.com/im/pictures/user/d4c83bfe-62cd-45c0-b5e2-b1e3470a7235.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/d4c83bfe-62cd-45c0-b5e2-b1e3470a7235.jpg?aki_policy=profile_x_medium","",4,4,"['email', 'phone', 'reviews', 'manual_offline', 'jumio', 'offline_government_id', 'government_id']","t","t","Gent, Vlaanderen, Belgium",NA,"Binnenstad",NA,"Ghent","Vlaanderen","9000","Gent","Gent, Belgium","BE","Belgium",51.05032,3.7312,"t","Townhouse","Private room",2,1,0,1,"Real Bed",NA,"$45.00 ","","","$0.00 ","$9.00 ",1,"$0.00 ",1,1125,1,1,1125,1125,1,1125,"t",0,0,0,0,"3/18/2020",31,11,"7/24/2017","8/30/2019",93,10,9,10,10,9,10,NA,"t","f","flexible","f","f",4,0,4,0,0.96,"Ghent"
"5873",12019,19926534,"https://www.airbnb.com/rooms/19926534",84887173,"https://www.airbnb.com/users/show/84887173","Magalie","7/20/2016","Anzegem, Flanders, Belgium","N/A","N/A","N/A","f","https://a0.muscache.com/im/pictures/user/2a593c80-9dc3-4672-9e53-25dc439aa1b9.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/2a593c80-9dc3-4672-9e53-25dc439aa1b9.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']","t","f","Gent, Vlaanderen, Belgium",NA,"Binnenstad",NA,"Ghent","Vlaanderen","9000","Gent","Gent, Belgium","BE","Belgium",51.04881,3.72381,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",NA,"$90.00 ","","","$150.00 ","$25.00 ",1,"$0.00 ",2,1125,2,2,1125,1125,2,1125,"t",0,0,0,0,"3/18/2020",7,0,"8/4/2017","9/17/2017",100,10,10,10,10,10,10,NA,"t","f","moderate","f","f",1,1,0,0,0.22,"Ghent"
"5874",12020,19927493,"https://www.airbnb.com/rooms/19927493",135773114,"https://www.airbnb.com/users/show/135773114","Eline & Daan","6/19/2017","Melle, Flanders, Belgium","within an hour","100%","100%","f","https://a0.muscache.com/im/pictures/user/2698e649-51d9-449f-b8ba-649c8e25ed13.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/2698e649-51d9-449f-b8ba-649c8e25ed13.jpg?aki_policy=profile_x_medium","",0,0,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']","t","f","Gent, Vlaanderen, Belgium",NA,"Elisabethbegijnhof - Papegaai",NA,"Ghent","Vlaanderen","9000","Gent","Gent, Belgium","BE","Belgium",51.05778,3.71786,"t","Apartment","Entire home/apt",3,1.5,0,3,"Real Bed",NA,"$55.00 ","","","$0.00 ","$15.00 ",2,"$15.00 ",2,1125,2,2,1125,1125,2,1125,"t",21,31,41,123,"3/18/2020",228,73,"7/26/2017","3/6/2020",92,9,9,10,10,10,9,NA,"t","f","moderate","f","f",1,1,0,0,7.07,"Ghent"
"5875",12021,19941444,"https://www.airbnb.com/rooms/19941444",46127163,"https://www.airbnb.com/users/show/46127163","Anneke","10/9/2015","Sint-Martens-Latem, Flanders, Belgium","within an hour","100%","99%","f","https://a0.muscache.com/im/pictures/user/22aa74fc-3aa9-4fcf-9b50-f902818f3911.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/22aa74fc-3aa9-4fcf-9b50-f902818f3911.jpg?aki_policy=profile_x_medium","",5,5,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","f","Gent, Vlaanderen, Belgium",NA,"Elisabethbegijnhof - Papegaai",NA,"Ghent","Vlaanderen","9000","Gent","Gent, Belgium","BE","Belgium",51.05124,3.71806,"t","Apartment","Entire home/apt",4,1.5,2,2,"Real Bed",NA,"$135.00 ","","","$95.00 ","$60.00 ",1,"$0.00 ",2,1125,2,2,1125,1125,2,1125,"t",26,44,68,305,"3/18/2020",86,26,"12/17/2017","3/8/2020",99,10,10,10,10,10,10,NA,"t","f","flexible","f","f",4,4,0,0,3.13,"Ghent"
"5876",12022,19965497,"https://www.airbnb.com/rooms/19965497",141556808,"https://www.airbnb.com/users/show/141556808","Gastenverblijf","7/20/2017","Ghent, Flanders, Belgium","within an hour","100%","50%","f","https://a0.muscache.com/im/pictures/user/38edb7cf-a533-4425-8889-f32ccfe373e7.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/38edb7cf-a533-4425-8889-f32ccfe373e7.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","f","Gent, Vlaanderen, Belgium",NA,"Mariakerke",NA,"Ghent","Vlaanderen","9030","Gent","Gent, Belgium","BE","Belgium",51.0718,3.69176,"t","House","Entire home/apt",4,1.5,2,3,"Real Bed",NA,"$90.00 ","","","$300.00 ","$50.00 ",4,"$20.00 ",7,1125,7,7,1125,1125,7,1125,"t",0,0,0,0,"3/18/2020",0,0,"","",NA,NA,NA,NA,NA,NA,NA,NA,"f","f","moderate","f","f",1,1,0,0,NA,"Ghent"
"5877",12023,19989715,"https://www.airbnb.com/rooms/19989715",7802210,"https://www.airbnb.com/users/show/7802210","Barbara","7/29/2013","Gent, Flemish Region, Belgium","within an hour","100%","100%","f","https://a0.muscache.com/im/users/7802210/profile_pic/1375121859/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/7802210/profile_pic/1375121859/original.jpg?aki_policy=profile_x_medium","",3,3,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","f","Gent, Vlaanderen, Belgium",NA,"Dampoort",NA,"Ghent","Vlaanderen","9040","Gent","Gent, Belgium","BE","Belgium",51.05382,3.75086,"t","House","Entire home/apt",4,1,2,2,"Real Bed",NA,"$95.00 ","","","$0.00 ","$10.00 ",1,"$10.00 ",5,1125,5,5,1125,1125,5,1125,"t",0,0,0,0,"3/18/2020",11,0,"8/4/2017","4/8/2018",86,9,9,9,9,8,8,NA,"t","f","moderate","f","f",3,2,1,0,0.34,"Ghent"
"5878",12024,19994918,"https://www.airbnb.com/rooms/19994918",1254586,"https://www.airbnb.com/users/show/1254586","Bieke","10/6/2011","Ghent, Flemish Region, Belgium","within an hour","100%","58%","f","https://a0.muscache.com/im/users/1254586/profile_pic/1373746295/original.jpg?aki_policy=profile_small","https://a0.muscache.com/im/users/1254586/profile_pic/1373746295/original.jpg?aki_policy=profile_x_medium","",0,0,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']","t","t","Gent, Vlaanderen, Belgium",NA,"Sluizeken - Tolhuis - Ham",NA,"Ghent","Vlaanderen","9000","Gent","Gent, Belgium","BE","Belgium",51.06139,3.72705,"t","House","Private room",1,1.5,1,1,"Real Bed",NA,"$39.00 ","","","$0.00 ","$21.00 ",1,"$0.00 ",4,90,4,4,90,90,4,90,"t",0,27,49,129,"3/18/2020",9,3,"6/8/2018","10/20/2019",100,10,10,9,10,10,10,NA,"f","f","strict_14_with_grace_period","f","f",3,2,1,0,0.42,"Ghent"
"5879",12025,20025856,"https://www.airbnb.com/rooms/20025856",41527454,"https://www.airbnb.com/users/show/41527454","Karel","8/15/2015","Ghent, Flanders, Belgium","within an hour","100%","100%","f","https://a0.muscache.com/im/pictures/user/72822bb0-dda6-43e1-9b27-f1455d7d4c9e.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/72822bb0-dda6-43e1-9b27-f1455d7d4c9e.jpg?aki_policy=profile_x_medium","",2,2,"['email', 'phone', 'reviews']","t","f","Gent, Vlaanderen, Belgium",NA,"Bloemekenswijk",NA,"Ghent","Vlaanderen","9000","Gent","Gent, Belgium","BE","Belgium",51.07384,3.70931,"t","House","Entire home/apt",5,1.5,2,5,"Real Bed",NA,"$69.00 ","","","$200.00 ","$25.00 ",2,"$10.00 ",1,1125,1,1,1125,1125,1,1125,"t",0,0,0,0,"3/18/2020",2,0,"8/8/2017","10/2/2017",100,10,10,10,10,8,10,NA,"t","f","flexible","f","f",2,1,1,0,0.06,"Ghent"
"5880",12026,20070942,"https://www.airbnb.com/rooms/20070942",142658001,"https://www.airbnb.com/users/show/142658001","Jochen","7/26/2017","Melle, Flanders, Belgium","N/A","N/A","N/A","f","https://a0.muscache.com/im/pictures/user/2ddcd398-f012-44ec-a1f4-5b1987cdccf0.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/2ddcd398-f012-44ec-a1f4-5b1987cdccf0.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'facebook', 'reviews']","t","f","Gent, Vlaanderen, Belgium",NA,"Binnenstad",NA,"Ghent","Vlaanderen","9000","Gent","Gent, Belgium","BE","Belgium",51.04973,3.73044,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",NA,"$55.00 ","","","$0.00 ","$9.00 ",1,"$6.00 ",1,6,1,1,6,6,1,6,"t",0,0,0,0,"3/18/2020",6,0,"8/6/2017","9/27/2017",93,10,9,10,10,10,9,NA,"t","f","flexible","f","f",1,1,0,0,0.19,"Ghent"
"5881",12027,20096647,"https://www.airbnb.com/rooms/20096647",4552523,"https://www.airbnb.com/users/show/4552523","Leonard","1/2/2013","Gent, Vlaams Gewest, Belgium","within an hour","100%","99%","f","https://a0.muscache.com/im/pictures/user/79debbbc-dfa0-400a-a92d-d48927d14d64.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/79debbbc-dfa0-400a-a92d-d48927d14d64.jpg?aki_policy=profile_x_medium","",4,4,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","f","Gent, Vlaanderen, Belgium",NA,"Binnenstad",NA,"Ghent","Vlaanderen","9000","Gent","Gent, Belgium","BE","Belgium",51.05192,3.73177,"t","Townhouse","Entire home/apt",3,1,1,1,"Real Bed",NA,"$49.00 ","","","$0.00 ","$7.00 ",2,"$25.00 ",1,1125,1,1,1125,1125,1,1125,"t",20,38,59,300,"3/18/2020",259,65,"7/30/2017","1/9/2020",92,10,9,10,10,10,9,NA,"t","f","strict_14_with_grace_period","f","f",4,4,0,0,8.07,"Ghent"
"5882",12028,20180536,"https://www.airbnb.com/rooms/20180536",15919828,"https://www.airbnb.com/users/show/15919828","Benjamin","5/24/2014","Brussels, Brussels, Belgium","N/A","N/A","N/A","f","https://a0.muscache.com/im/pictures/user/0c865283-4ff6-4458-b6af-e2806f7d62d3.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/0c865283-4ff6-4458-b6af-e2806f7d62d3.jpg?aki_policy=profile_x_medium","",3,3,"['email', 'phone', 'google', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']","t","t","Gent, Vlaanderen, Belgium",NA,"Sluizeken - Tolhuis - Ham",NA,"Ghent","Vlaanderen","9000","Gent","Gent, Belgium","BE","Belgium",51.06072,3.72539,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",NA,"$55.00 ","","","$0.00 ","$0.00 ",1,"$0.00 ",3,1125,3,3,1125,1125,3,1125,"t",0,0,0,0,"3/18/2020",2,0,"6/26/2018","6/27/2018",60,6,6,8,7,9,6,NA,"t","f","strict_14_with_grace_period","f","f",2,2,0,0,0.09,"Ghent"
