"","X","id","listing_url","host_id","host_url","host_name","host_since","host_location","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_thumbnail_url","host_picture_url","host_neighbourhood","host_listings_count","host_total_listings_count","host_verifications","host_has_profile_pic","host_identity_verified","street","neighbourhood","neighbourhood_cleansed","neighbourhood_group_cleansed","city","state","zipcode","market","smart_location","country_code","country","latitude","longitude","is_location_exact","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","square_feet","price","weekly_price","monthly_price","security_deposit","cleaning_fee","guests_included","extra_people","minimum_nights","maximum_nights","minimum_minimum_nights","maximum_minimum_nights","minimum_maximum_nights","maximum_maximum_nights","minimum_nights_avg_ntm","maximum_nights_avg_ntm","has_availability","availability_30","availability_60","availability_90","availability_365","calendar_last_scraped","number_of_reviews","number_of_reviews_ltm","first_review","last_review","review_scores_rating","review_scores_accuracy","review_scores_cleanliness","review_scores_checkin","review_scores_communication","review_scores_location","review_scores_value","jurisdiction_names","instant_bookable","is_business_travel_ready","cancellation_policy","require_guest_profile_picture","require_guest_phone_verification","calculated_host_listings_count","calculated_host_listings_count_entire_homes","calculated_host_listings_count_private_rooms","calculated_host_listings_count_shared_rooms","reviews_per_month","place"
"1510",1517,32468319,"https://www.airbnb.com/rooms/32468319",110993942,"https://www.airbnb.com/users/show/110993942","Rev","1/11/2017","Antwerp, Flanders, Belgium","within an hour","100%","100%","f","https://a0.muscache.com/im/pictures/user/b0220316-8b63-4fba-918b-d149db083439.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/b0220316-8b63-4fba-918b-d149db083439.jpg?aki_policy=profile_x_medium","",16,16,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']","t","f","Antwerpen, Vlaanderen, Belgium",NA,"Amandus - Atheneum",NA,"Antwerpen","Vlaanderen","2060","Antwerp","Antwerpen, Belgium","BE","Belgium",51.21974,4.42197,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",NA,"$70.00 ","","","$0.00 ","$33.00 ",1,"$0.00 ",2,1125,2,2,1125,1125,2,1125,"t",20,49,76,343,"3/21/2020",3,2,"3/10/2019","12/8/2019",100,10,10,10,10,10,10,NA,"t","f","moderate","f","f",16,16,0,0,0.24,"Antwerp"
"1511",1518,32523906,"https://www.airbnb.com/rooms/32523906",4140161,"https://www.airbnb.com/users/show/4140161","Executive","11/13/2012","Jersey City, New Jersey, United States","within an hour","98%","98%","f","https://a0.muscache.com/im/pictures/user/05846d5f-9a3f-493e-bc48-93e83d640575.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/05846d5f-9a3f-493e-bc48-93e83d640575.jpg?aki_policy=profile_x_medium","Little Havana",360,360,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","t","Antwerpen, Vlaanderen, Belgium",NA,"Stadspark",NA,"Antwerpen","Vlaanderen","2018","Antwerp","Antwerpen, Belgium","BE","Belgium",51.20821,4.41266,"t","Apartment","Entire home/apt",4,1,1,3,"Real Bed",NA,"$999.00 ","","","$250.00 ","$60.00 ",1,"$0.00 ",7,1125,2,4,1125,1125,2.6,1125,"t",30,60,90,365,"3/21/2020",0,0,"","",NA,NA,NA,NA,NA,NA,NA,NA,"t","f","strict_14_with_grace_period","f","f",52,52,0,0,NA,"Antwerp"
"1512",1519,32534945,"https://www.airbnb.com/rooms/32534945",244484390,"https://www.airbnb.com/users/show/244484390","Mike","2/21/2019","BE","N/A","N/A","67%","f","https://a0.muscache.com/im/pictures/user/c6d5534f-7a41-48df-86b5-4bb216b41c4e.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/c6d5534f-7a41-48df-86b5-4bb216b41c4e.jpg?aki_policy=profile_x_medium","",2,2,"['phone']","t","f","Antwerpen, Vlaanderen, Belgium",NA,"Historisch Centrum",NA,"Antwerpen","Vlaanderen","2000","Antwerp","Antwerpen, Belgium","BE","Belgium",51.22184,4.40266,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",NA,"$135.00 ","","","","",1,"$0.00 ",2,1125,2,2,1125,1125,2,1125,"t",0,0,0,0,"3/21/2020",1,1,"3/31/2019","3/31/2019",100,10,10,10,10,10,10,NA,"t","f","flexible","f","f",2,2,0,0,0.08,"Antwerp"
"1513",1520,32545640,"https://www.airbnb.com/rooms/32545640",4140161,"https://www.airbnb.com/users/show/4140161","Executive","11/13/2012","Jersey City, New Jersey, United States","within an hour","98%","98%","f","https://a0.muscache.com/im/pictures/user/05846d5f-9a3f-493e-bc48-93e83d640575.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/05846d5f-9a3f-493e-bc48-93e83d640575.jpg?aki_policy=profile_x_medium","Little Havana",360,360,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","t","Antwerpen, Vlaanderen, Belgium",NA,"Stadspark",NA,"Antwerpen","Vlaanderen","2018","Antwerp","Antwerpen, Belgium","BE","Belgium",51.20801,4.41271,"t","Apartment","Entire home/apt",4,1,1,3,"Real Bed",NA,"$999.00 ","","","$250.00 ","$60.00 ",1,"$0.00 ",7,1125,2,4,1125,1125,2.6,1125,"t",30,60,90,365,"3/21/2020",0,0,"","",NA,NA,NA,NA,NA,NA,NA,NA,"t","f","strict_14_with_grace_period","f","f",52,52,0,0,NA,"Antwerp"
"1514",1521,32545788,"https://www.airbnb.com/rooms/32545788",4140161,"https://www.airbnb.com/users/show/4140161","Executive","11/13/2012","Jersey City, New Jersey, United States","within an hour","98%","98%","f","https://a0.muscache.com/im/pictures/user/05846d5f-9a3f-493e-bc48-93e83d640575.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/05846d5f-9a3f-493e-bc48-93e83d640575.jpg?aki_policy=profile_x_medium","Little Havana",360,360,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","t","Antwerpen, Vlaanderen, Belgium",NA,"Stadspark",NA,"Antwerpen","Vlaanderen","2018","Antwerp","Antwerpen, Belgium","BE","Belgium",51.20763,4.41282,"t","Apartment","Entire home/apt",4,1,1,3,"Real Bed",NA,"$999.00 ","","","$250.00 ","$60.00 ",1,"$0.00 ",7,1125,2,4,1125,1125,2.6,1125,"t",30,60,90,365,"3/21/2020",0,0,"","",NA,NA,NA,NA,NA,NA,NA,NA,"t","f","strict_14_with_grace_period","f","f",52,52,0,0,NA,"Antwerp"
"1515",1522,32547125,"https://www.airbnb.com/rooms/32547125",4140161,"https://www.airbnb.com/users/show/4140161","Executive","11/13/2012","Jersey City, New Jersey, United States","within an hour","98%","98%","f","https://a0.muscache.com/im/pictures/user/05846d5f-9a3f-493e-bc48-93e83d640575.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/05846d5f-9a3f-493e-bc48-93e83d640575.jpg?aki_policy=profile_x_medium","Little Havana",360,360,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","t","Antwerpen, Vlaanderen, Belgium",NA,"Stadspark",NA,"Antwerpen","Vlaanderen","2018","Antwerp","Antwerpen, Belgium","BE","Belgium",51.208,4.41471,"t","Apartment","Entire home/apt",6,1,2,3,"Real Bed",NA,"$999.00 ","","","$250.00 ","$60.00 ",1,"$0.00 ",7,1125,2,4,1125,1125,2.9,1125,"t",25,53,83,358,"3/21/2020",7,7,"6/29/2019","2/23/2020",94,10,10,9,9,9,9,NA,"t","f","strict_14_with_grace_period","f","f",52,52,0,0,0.79,"Antwerp"
"1516",1523,32547825,"https://www.airbnb.com/rooms/32547825",4140161,"https://www.airbnb.com/users/show/4140161","Executive","11/13/2012","Jersey City, New Jersey, United States","within an hour","98%","98%","f","https://a0.muscache.com/im/pictures/user/05846d5f-9a3f-493e-bc48-93e83d640575.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/05846d5f-9a3f-493e-bc48-93e83d640575.jpg?aki_policy=profile_x_medium","Little Havana",360,360,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","t","Antwerpen, Vlaanderen, Belgium",NA,"Stadspark",NA,"Antwerpen","Vlaanderen","2018","Antwerp","Antwerpen, Belgium","BE","Belgium",51.20897,4.41419,"t","Apartment","Entire home/apt",6,1,2,3,"Real Bed",NA,"$999.00 ","","","$250.00 ","$60.00 ",1,"$0.00 ",7,1125,2,4,1125,1125,2.9,1125,"t",25,53,83,358,"3/21/2020",1,1,"4/1/2019","4/1/2019",100,10,10,8,10,8,10,NA,"t","f","strict_14_with_grace_period","f","f",52,52,0,0,0.08,"Antwerp"
"1517",1524,32547997,"https://www.airbnb.com/rooms/32547997",4140161,"https://www.airbnb.com/users/show/4140161","Executive","11/13/2012","Jersey City, New Jersey, United States","within an hour","98%","98%","f","https://a0.muscache.com/im/pictures/user/05846d5f-9a3f-493e-bc48-93e83d640575.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/05846d5f-9a3f-493e-bc48-93e83d640575.jpg?aki_policy=profile_x_medium","Little Havana",360,360,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","t","Antwerpen, Vlaanderen, Belgium",NA,"Stadspark",NA,"Antwerpen","Vlaanderen","2000","Antwerp","Antwerpen, Belgium","BE","Belgium",51.20817,4.41422,"t","Apartment","Entire home/apt",6,1,2,3,"Real Bed",NA,"$999.00 ","","","$250.00 ","$60.00 ",1,"$0.00 ",7,1125,2,4,1125,1125,2.9,1125,"t",25,53,83,358,"3/21/2020",0,0,"","",NA,NA,NA,NA,NA,NA,NA,NA,"t","f","strict_14_with_grace_period","f","f",52,52,0,0,NA,"Antwerp"
"1518",1525,32548167,"https://www.airbnb.com/rooms/32548167",4140161,"https://www.airbnb.com/users/show/4140161","Executive","11/13/2012","Jersey City, New Jersey, United States","within an hour","98%","98%","f","https://a0.muscache.com/im/pictures/user/05846d5f-9a3f-493e-bc48-93e83d640575.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/05846d5f-9a3f-493e-bc48-93e83d640575.jpg?aki_policy=profile_x_medium","Little Havana",360,360,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","t","Antwerpen, Vlaanderen, Belgium",NA,"Stadspark",NA,"Antwerpen","Vlaanderen","2018","Antwerp","Antwerpen, Belgium","BE","Belgium",51.20904,4.41471,"t","Apartment","Entire home/apt",8,2,3,4,"Real Bed",NA,"$999.00 ","","","$250.00 ","$60.00 ",1,"$0.00 ",7,1125,2,6,1125,1125,2.9,1125,"t",30,53,75,344,"3/21/2020",2,2,"3/24/2019","10/24/2019",80,10,7,10,10,8,8,NA,"t","f","strict_14_with_grace_period","f","f",52,52,0,0,0.16,"Antwerp"
"1519",1526,32548558,"https://www.airbnb.com/rooms/32548558",4140161,"https://www.airbnb.com/users/show/4140161","Executive","11/13/2012","Jersey City, New Jersey, United States","within an hour","98%","98%","f","https://a0.muscache.com/im/pictures/user/05846d5f-9a3f-493e-bc48-93e83d640575.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/05846d5f-9a3f-493e-bc48-93e83d640575.jpg?aki_policy=profile_x_medium","Little Havana",360,360,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","t","Antwerpen, Vlaanderen, Belgium",NA,"Stadspark",NA,"Antwerpen","Vlaanderen","2018","Antwerp","Antwerpen, Belgium","BE","Belgium",51.20973,4.4127,"t","Apartment","Entire home/apt",8,2,3,3,"Real Bed",NA,"$999.00 ","","","$250.00 ","$60.00 ",1,"$0.00 ",7,1125,2,6,1125,1125,2.9,1125,"t",30,56,78,347,"3/21/2020",2,2,"5/12/2019","1/2/2020",90,8,9,8,8,8,9,NA,"t","f","strict_14_with_grace_period","f","f",52,52,0,0,0.19,"Antwerp"
"1520",1527,32580124,"https://www.airbnb.com/rooms/32580124",61786928,"https://www.airbnb.com/users/show/61786928","Elien","3/6/2016","Antwerp, Flanders, Belgium","N/A","N/A","N/A","f","https://a0.muscache.com/im/pictures/user/86a481fc-8812-4290-82fb-9f8d7a7232ab.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/86a481fc-8812-4290-82fb-9f8d7a7232ab.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","f","Antwerpen, Vlaanderen, Belgium",NA,"Deurne Zuid Oost",NA,"Antwerpen","Vlaanderen","2100","Antwerp","Antwerpen, Belgium","BE","Belgium",51.2042,4.47443,"t","Apartment","Entire home/apt",8,1.5,2,5,"Real Bed",NA,"$109.00 ","","","$250.00 ","$30.00 ",4,"$17.00 ",2,1125,2,2,1125,1125,2,1125,"t",0,0,0,0,"3/21/2020",0,0,"","",NA,NA,NA,NA,NA,NA,NA,NA,"t","f","flexible","f","f",1,1,0,0,NA,"Antwerp"
"1521",1528,32580296,"https://www.airbnb.com/rooms/32580296",244855772,"https://www.airbnb.com/users/show/244855772","Greg","2/23/2019","Antwerp, Flanders, Belgium","within an hour","100%","100%","t","https://a0.muscache.com/im/pictures/user/7d44890f-b349-4667-87c8-1394cdae2297.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/7d44890f-b349-4667-87c8-1394cdae2297.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'offline_government_id', 'government_id']","t","f","Antwerpen, Vlaanderen, Belgium",NA,"Stadspark",NA,"Antwerpen","Vlaanderen","2018","Antwerp","Antwerpen, Belgium","BE","Belgium",51.20868,4.4151,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",NA,"$69.00 ","","","$0.00 ","$0.00 ",1,"$0.00 ",2,1125,2,2,1125,1125,2,1125,"t",0,0,0,0,"3/21/2020",44,44,"5/17/2019","3/8/2020",98,10,10,10,10,10,10,NA,"t","f","strict_14_with_grace_period","f","f",2,2,0,0,4.26,"Antwerp"
"1522",1529,32627204,"https://www.airbnb.com/rooms/32627204",245298644,"https://www.airbnb.com/users/show/245298644","Marco","2/25/2019","Antwerp, Flanders, Belgium","N/A","N/A","100%","f","https://a0.muscache.com/im/pictures/user/2caf6702-d68c-4bfa-b482-4eefcbf50c4c.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/2caf6702-d68c-4bfa-b482-4eefcbf50c4c.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone']","t","f","Antwerpen, Vlaanderen, Belgium",NA,"Deurne Dorp - Gallifort",NA,"Antwerpen","Vlaanderen","2100","Antwerp","Antwerpen, Belgium","BE","Belgium",51.22158,4.46595,"t","Apartment","Private room",4,1,1,2,"Real Bed",NA,"$49.00 ","","","$0.00 ","$10.00 ",1,"$25.00 ",2,29,2,2,29,29,2,29,"t",7,24,37,277,"3/21/2020",3,3,"6/30/2019","11/23/2019",100,10,10,10,10,10,10,NA,"t","f","moderate","f","f",1,0,1,0,0.34,"Antwerp"
"1523",1530,32683116,"https://www.airbnb.com/rooms/32683116",215555864,"https://www.airbnb.com/users/show/215555864","Charlie","9/15/2018","Antwerp, Flanders, Belgium","within an hour","100%","98%","t","https://a0.muscache.com/im/pictures/user/0890b79d-b198-43d0-8fbe-0d040706eb2d.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/0890b79d-b198-43d0-8fbe-0d040706eb2d.jpg?aki_policy=profile_x_medium","",2,2,"['email', 'phone']","t","f","Antwerpen, Vlaanderen, Belgium",NA,"Hoogte",NA,"Antwerpen","Vlaanderen","2610","Antwerp","Antwerpen, Belgium","BE","Belgium",51.17527,4.40262,"t","Apartment","Private room",2,1,1,1,"Real Bed",NA,"$40.00 ","","","","",1,"$0.00 ",2,90,2,2,1125,1125,2,1125,"t",23,53,83,169,"3/21/2020",60,58,"3/9/2019","3/8/2020",96,10,10,10,10,9,10,NA,"t","f","flexible","f","f",2,0,2,0,4.75,"Antwerp"
"1524",1531,32684958,"https://www.airbnb.com/rooms/32684958",58424828,"https://www.airbnb.com/users/show/58424828","Susheela","2/12/2016","Antwerp, Flanders, Belgium","N/A","N/A","96%","f","https://a0.muscache.com/im/pictures/user/89e3a90d-ad95-4fae-8a6a-f6cc684ee622.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/89e3a90d-ad95-4fae-8a6a-f6cc684ee622.jpg?aki_policy=profile_x_medium","",1,1,"['phone']","t","f","Antwerpen, Vlaanderen, Belgium",NA,"Brederode",NA,"Antwerpen","Vlaanderen","2018","Antwerp","Antwerpen, Belgium","BE","Belgium",51.20491,4.39932,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",NA,"$45.00 ","","","","",1,"$0.00 ",2,21,2,2,21,21,2,21,"t",0,1,1,80,"3/21/2020",20,20,"3/26/2019","10/20/2019",91,10,9,10,10,9,9,NA,"t","f","moderate","f","f",1,1,0,0,1.66,"Antwerp"
"1525",1532,32693198,"https://www.airbnb.com/rooms/32693198",40726660,"https://www.airbnb.com/users/show/40726660","Laura","8/6/2015","Antwerp, Flanders, Belgium","within a few hours","80%","93%","f","https://a0.muscache.com/im/pictures/user/15b32798-7f84-41ce-b847-9d4d68def04a.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/15b32798-7f84-41ce-b847-9d4d68def04a.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone']","t","f","Antwerpen, Vlaanderen, Belgium",NA,"Borgerhout Intra Muros Noord",NA,"Antwerpen","Vlaanderen","2140","Antwerp","Antwerpen, Belgium","BE","Belgium",51.21426,4.44083,"t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",NA,"$49.00 ","","","$0.00 ","$45.00 ",2,"$55.00 ",2,1125,2,2,1125,1125,2,1125,"t",9,9,13,100,"3/21/2020",14,14,"3/28/2019","3/10/2020",81,9,8,9,9,8,8,NA,"t","f","flexible","f","f",1,1,0,0,1.17,"Antwerp"
"1526",1533,32763577,"https://www.airbnb.com/rooms/32763577",92984190,"https://www.airbnb.com/users/show/92984190","Dirk","9/1/2016","Wuustwezel, Flanders, Belgium","within an hour","100%","100%","f","https://a0.muscache.com/im/pictures/user/15345922-7b0d-4b63-ac08-3c237736d1fa.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/15345922-7b0d-4b63-ac08-3c237736d1fa.jpg?aki_policy=profile_x_medium","",0,0,"['email', 'phone', 'facebook', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","f","Antwerpen, Vlaanderen, Belgium",NA,"Centraal Station",NA,"Antwerpen","Vlaanderen","2140","Antwerp","Antwerpen, Belgium","BE","Belgium",51.21033,4.42681,"t","Apartment","Entire home/apt",2,1,1,2,"Real Bed",NA,"$85.00 ","","","$0.00 ","$35.00 ",2,"$30.00 ",2,1125,2,2,1125,1125,2,1125,"t",16,41,69,236,"3/21/2020",2,2,"10/23/2019","12/31/2019",100,10,10,10,10,10,10,NA,"t","f","moderate","f","f",1,1,0,0,0.4,"Antwerp"
"1527",1534,32764860,"https://www.airbnb.com/rooms/32764860",20550712,"https://www.airbnb.com/users/show/20550712","Laura","8/26/2014","Antwerp, Flanders, Belgium","within a few hours","100%","97%","f","https://a0.muscache.com/im/pictures/user/26bc8ac9-45b9-48cb-8aba-34c8adecc967.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/26bc8ac9-45b9-48cb-8aba-34c8adecc967.jpg?aki_policy=profile_x_medium","",2,2,"['email', 'phone', 'reviews', 'jumio', 'government_id']","t","t","Antwerpen, Vlaanderen, Belgium",NA,"Dam",NA,"Antwerpen","Vlaanderen","2060","Antwerp","Antwerpen, Belgium","BE","Belgium",51.23327,4.42314,"f","Apartment","Entire home/apt",4,1.5,2,2,"Real Bed",NA,"$82.00 ","","","$0.00 ","$6.00 ",2,"$15.00 ",1,1125,1,1,1125,1125,1,1125,"t",0,0,0,0,"3/21/2020",13,13,"4/22/2019","11/3/2019",95,10,10,10,10,9,10,NA,"f","f","moderate","f","f",2,2,0,0,1.16,"Antwerp"
"1528",1535,32766971,"https://www.airbnb.com/rooms/32766971",1838778,"https://www.airbnb.com/users/show/1838778","Sue","3/1/2012","Antwerp, Flanders, Belgium","within a few hours","88%","100%","t","https://a0.muscache.com/im/pictures/user/8d6f7ec0-c9f9-470b-96ef-e071bb7ac27d.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/8d6f7ec0-c9f9-470b-96ef-e071bb7ac27d.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']","t","f","Antwerpen, Vlaanderen, Belgium",NA,"Markgrave",NA,"Antwerpen","Vlaanderen","2018","Antwerp","Antwerpen, Belgium","BE","Belgium",51.19642,4.39991,"t","House","Private room",2,1,1,1,"Real Bed",NA,"$55.00 ","","","$0.00 ","$20.00 ",1,"$20.00 ",2,1125,2,2,1125,1125,2,1125,"t",7,35,65,87,"3/21/2020",12,12,"3/31/2019","3/15/2020",98,10,10,10,10,10,10,NA,"f","f","moderate","f","f",1,0,1,0,1.01,"Antwerp"
"1529",1536,32776523,"https://www.airbnb.com/rooms/32776523",35849908,"https://www.airbnb.com/users/show/35849908","Moritz","6/15/2015","Antwerp, Flanders, Belgium","within an hour","100%","95%","f","https://a0.muscache.com/im/pictures/user/9f7b7ca3-96d1-49a8-8c84-583baeeccee7.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/9f7b7ca3-96d1-49a8-8c84-583baeeccee7.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","t","Antwerpen, Vlaanderen, Belgium",NA,"Centraal Station",NA,"Antwerpen","Vlaanderen","2018","Antwerp","Antwerpen, Belgium","BE","Belgium",51.21387,4.41712,"t","Apartment","Entire home/apt",7,1,2,5,"Real Bed",NA,"$120.00 ","","","$100.00 ","$40.00 ",4,"$10.00 ",1,1125,1,1,1125,1125,1,1125,"t",16,28,39,84,"3/21/2020",49,49,"3/23/2019","3/8/2020",94,10,9,10,10,10,10,NA,"t","f","flexible","f","f",1,1,0,0,4.03,"Antwerp"
"1530",1537,32784417,"https://www.airbnb.com/rooms/32784417",221787959,"https://www.airbnb.com/users/show/221787959","Inge","10/21/2018","Antwerp, Flanders, Belgium","within an hour","100%","100%","t","https://a0.muscache.com/im/pictures/user/159174bc-5210-41df-aa4a-ecc10f795121.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/159174bc-5210-41df-aa4a-ecc10f795121.jpg?aki_policy=profile_x_medium","",1,1,"['email', 'phone']","t","f","Antwerpen, Vlaanderen, Belgium",NA,"Zuid",NA,"Antwerpen","Vlaanderen","2000","Antwerp","Antwerpen, Belgium","BE","Belgium",51.21215,4.39307,"t","Apartment","Private room",3,1,1,3,"Real Bed",NA,"$45.00 ","","","$0.00 ","$0.00 ",2,"$65.00 ",2,1125,2,2,1125,1125,2,1125,"t",30,58,86,264,"3/21/2020",31,31,"3/24/2019","3/8/2020",96,10,10,10,10,10,10,NA,"t","f","moderate","f","f",1,0,1,0,2.55,"Antwerp"
"1531",1538,32788089,"https://www.airbnb.com/rooms/32788089",4140161,"https://www.airbnb.com/users/show/4140161","Executive","11/13/2012","Jersey City, New Jersey, United States","within an hour","98%","98%","f","https://a0.muscache.com/im/pictures/user/05846d5f-9a3f-493e-bc48-93e83d640575.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/05846d5f-9a3f-493e-bc48-93e83d640575.jpg?aki_policy=profile_x_medium","Little Havana",360,360,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","t","Antwerpen, Vlaanderen, Belgium",NA,"Stadspark",NA,"Antwerpen","Vlaanderen","2018","Antwerp","Antwerpen, Belgium","BE","Belgium",51.20927,4.41445,"t","Apartment","Entire home/apt",6,1,2,6,"Real Bed",NA,"$999.00 ","","","$250.00 ","$60.00 ",1,"$0.00 ",7,1125,2,4,1125,1125,2.9,1125,"t",25,53,83,358,"3/21/2020",2,2,"1/31/2020","3/1/2020",90,9,9,9,10,10,9,NA,"t","f","strict_14_with_grace_period","f","f",52,52,0,0,1.18,"Antwerp"
"1532",1539,32788643,"https://www.airbnb.com/rooms/32788643",4140161,"https://www.airbnb.com/users/show/4140161","Executive","11/13/2012","Jersey City, New Jersey, United States","within an hour","98%","98%","f","https://a0.muscache.com/im/pictures/user/05846d5f-9a3f-493e-bc48-93e83d640575.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/05846d5f-9a3f-493e-bc48-93e83d640575.jpg?aki_policy=profile_x_medium","Little Havana",360,360,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","t","Antwerpen, Vlaanderen, Belgium",NA,"Stadspark",NA,"Antwerpen","Vlaanderen","2018","Antwerp","Antwerpen, Belgium","BE","Belgium",51.20961,4.41325,"t","Apartment","Entire home/apt",6,1,2,3,"Real Bed",NA,"$999.00 ","","","$250.00 ","$60.00 ",1,"$0.00 ",7,1125,2,4,1125,1125,2.9,1125,"t",25,53,83,358,"3/21/2020",2,2,"12/1/2019","2/19/2020",100,9,9,9,9,10,9,NA,"t","f","strict_14_with_grace_period","f","f",52,52,0,0,0.54,"Antwerp"
"1533",1540,32788861,"https://www.airbnb.com/rooms/32788861",4140161,"https://www.airbnb.com/users/show/4140161","Executive","11/13/2012","Jersey City, New Jersey, United States","within an hour","98%","98%","f","https://a0.muscache.com/im/pictures/user/05846d5f-9a3f-493e-bc48-93e83d640575.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/05846d5f-9a3f-493e-bc48-93e83d640575.jpg?aki_policy=profile_x_medium","Little Havana",360,360,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","t","Antwerpen, Vlaanderen, Belgium",NA,"Stadspark",NA,"Antwerpen","Vlaanderen","2018","Antwerp","Antwerpen, Belgium","BE","Belgium",51.20772,4.41296,"t","Apartment","Entire home/apt",6,1,2,3,"Real Bed",NA,"$999.00 ","","","$250.00 ","$60.00 ",1,"$0.00 ",7,1125,2,4,1125,1125,2.9,1125,"t",25,53,83,354,"3/21/2020",8,8,"3/24/2019","3/8/2020",83,8,8,9,9,8,8,NA,"t","f","strict_14_with_grace_period","f","f",52,52,0,0,0.66,"Antwerp"
"1534",1541,32789695,"https://www.airbnb.com/rooms/32789695",4140161,"https://www.airbnb.com/users/show/4140161","Executive","11/13/2012","Jersey City, New Jersey, United States","within an hour","98%","98%","f","https://a0.muscache.com/im/pictures/user/05846d5f-9a3f-493e-bc48-93e83d640575.jpg?aki_policy=profile_small","https://a0.muscache.com/im/pictures/user/05846d5f-9a3f-493e-bc48-93e83d640575.jpg?aki_policy=profile_x_medium","Little Havana",360,360,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']","t","t","Antwerpen, Vlaanderen, Belgium",NA,"Stadspark",NA,"Antwerpen","Vlaanderen","2018","Antwerp","Antwerpen, Belgium","BE","Belgium",51.20822,4.4128,"t","Apartment","Entire home/apt",4,1,1,3,"Real Bed",NA,"$999.00 ","","","$250.00 ","$60.00 ",1,"$0.00 ",7,1125,2,4,1125,1125,2.6,1125,"t",30,60,90,365,"3/21/2020",1,1,"9/24/2019","9/24/2019",80,10,10,10,8,8,10,NA,"t","f","strict_14_with_grace_period","f","f",52,52,0,0,0.17,"Antwerp"
